title,authors,url,year
Prevalence of Chagas disease and strongyloidiasis among HIV-infected Latin American immigrants in Italy – The CHILI study,"Paola Rodari, Francesca Tamarozzi, Andrea Angheben",https://www.sciencedirect.com/science/article/pii/S1477893922000709/pdfft?md5=c72c7bf2c1b3e372644f7d93b04a23bf&pid=1-s2.0-S1477893922000709-main.pdf,2022
In vitroactivity and mechanism of cell death induction of cyanomethyl vinyl ethers derivatives againstTrypanosoma cruzi,"Carlos J. Bethencourt-Estrella, Samuel Delgado-Hernández, José E. Piñero",https://www.sciencedirect.com/science/article/pii/S2211320723000167/pdfft?md5=74596ea5137f8bbacadef56caddfca1f&pid=1-s2.0-S2211320723000167-main.pdf,2023
One Health for fascioliasis control in human endemic areas,"Santiago Mas-Coma, M. Adela Valero, M. Dolores Bargues",https://www.sciencedirect.com/science/article/pii/S1471492223001277/pdfft?md5=06e3f3e65aecbe3e7dbdb7a7cbcaaa32&pid=1-s2.0-S1471492223001277-main.pdf,2023
Chapter 15: Vector-Borne Infections,Raj Palraj,https://www.sciencedirect.com/science/article/pii/B9780323695787000156/pdfft?md5=5fabd071aecf953173cbaa4315c7bf54&pid=3-s2.0-B9780323695787000156-main.pdf,2022
Microextraction by packed sorbent and high-performance liquid chromatography for determination of benznidazole in human plasma,"Melina Luiza Vieira Diniz, Jessica Mauricio Batista, Christian Fernandes",https://www.sciencedirect.com/science/article/pii/S1570023223000508/pdfft?md5=7555501c470d43bd6f3a53ace851b18d&pid=1-s2.0-S1570023223000508-main.pdf,2023
Thiazolidin-4-one-based derivatives – Efficient tools for designing antiprotozoal agents. A review of the last decade,"Helena Tuszewska, Jacek Szczepański, Nazar Trotsko",https://www.sciencedirect.com/science/article/pii/S0045206823000585/pdfft?md5=4c4973f7b63469d566e3a5c98a97bf49&pid=1-s2.0-S0045206823000585-main.pdf,2023
Innate immune memory in invertebrates: Concept and potential mechanisms,"Humberto Lanz-Mendoza, Jorge Contreras-Garduño",https://www.sciencedirect.com/science/article/pii/S0145305X21002937/pdfft?md5=e493d122b43c195f3ad0a6e00d4ded09&pid=1-s2.0-S0145305X21002937-main.pdf,2022
Chapter Two: Food- and vector-borne parasitic zoonoses: Global burden and impacts,"Anisuzzaman, Md. Shahadat Hossain, Md. Abdul Alim",https://www.sciencedirect.com/science/article/pii/S0065308X23000118/pdfft?md5=f74da1364a8d69902582621104fe46c7&pid=1-s2.0-S0065308X23000118-main.pdf,2023
72: Dermatological Problems in the Tropics,"Francisco Vega-Lopez, Rachael Morris-Jones",https://www.sciencedirect.com/science/article/pii/B9780702079597000725/pdfft?md5=71c40220d1dfd6d33c7d1e9b68c7eb16&pid=3-s2.0-B9780702079597000725-main.pdf,2024
Emerging infectious diseases of the skin: a review of clinical and histologic findings,"Devon E. McMahon, Audrey N. Schuetz, Carrie L. Kovarik",https://www.sciencedirect.com/science/article/pii/S0046817723001478/pdfft?md5=1062927ea185484f7697c42cd38b6e15&pid=1-s2.0-S0046817723001478-main.pdf,2023
On-site experience of a project to increase access to diagnosis and treatment of Chagas disease in high-risk endemic areas of Colombia,"Rafael Herazo, Fernando Torres-Torres, Andrea Marchiol",https://www.sciencedirect.com/science/article/pii/S0001706X21003971/pdfft?md5=55b7cdbd81e7af92c290521637d0d69f&pid=1-s2.0-S0001706X21003971-main.pdf,2022
Bioactivity-guided isolation of trypanocidal coumarins and dihydro-pyranochromones from selected Apiaceae plant species,"Sandhya R. Krishnan, Adrianna Skiba, Jürg Gertsch",https://www.sciencedirect.com/science/article/pii/S0031942223001863/pdfft?md5=f7babc9cfc512b30fa91a7c87a833ab0&pid=1-s2.0-S0031942223001863-main.pdf,2023
"Aminoacyl-tRNA synthetase (AARS) as an attractive drug target in neglected tropical trypanosomatid diseases-Leishmaniasis, Human African Trypanosomiasis and Chagas disease","Vikas Kushwaha, Neena Capalash",https://www.sciencedirect.com/science/article/pii/S0166685122000640/pdfft?md5=2bd3843ffca7c9185f3125821c30dfe9&pid=1-s2.0-S0166685122000640-main.pdf,2022
Chapter 14: Algae natural products for potential vector-borne disease management,"Joana Assunção, Helena M. Amaro, A. Catarina Guedes",https://www.sciencedirect.com/science/article/pii/B9780323919425000070/pdfft?md5=80b9b207c476db6cec93f782c2002171&pid=3-s2.0-B9780323919425000070-main.pdf,2023
"Phlebotomine Sand Flies (Diptera, Psychodidae, Phlebotominae)",Carlos Brisola Marcondes,https://www.sciencedirect.com/science/article/pii/B9780128187319000033/pdfft?md5=86ce4ee6978d1ed2cc06fdec65d6f4f0&pid=3-s2.0-B9780128187319000033-main.pdf,2022
